Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,item_missing_flag,price_missing_flag,quantity_missing_flag,total_missing_flag,discount_missing_flag
TXN_6991981,CUST_13,Patisserie,Item_8_PAT,15.5,10,155,Cash,Online,31-03-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6883732,CUST_24,Computers and electric accessories,Item_12_CEA,21.5,2,43,Cash,Online,05-06-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2926098,CUST_10,Food,Item_7_FOOD,14,10,140,Cash,Online,07-11-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8421665,CUST_15,Computers and electric accessories,Item_12_CEA,21.5,10,215,Credit Card,In-store,03-08-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5529689,CUST_14,Milk Products,Item_18_MILK,30.5,10,305,Credit Card,In-store,28-06-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4787916,CUST_15,Electric household essentials,Item_23_EHE,38,6,228,Cash,In-store,25-02-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4187658,CUST_06,Computers and electric accessories,Item_15_CEA,26,10,260,Digital Wallet,Online,17-07-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7222682,CUST_16,Butchers,Item_16_BUT,27.5,6,165,Credit Card,Online,24-03-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4456347,CUST_16,Electric household essentials,Item_25_EHE,41,10,410,Cash,Online,11-09-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1845915,CUST_02,Furniture,Item_5_FUR,11,2,22,Credit Card,In-store,27-06-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2238924,CUST_08,Beverages,Item_7_BEV,14,4,56,Credit Card,In-store,29-07-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7156311,CUST_05,Computers and electric accessories,Item_14_CEA,24.5,7,171.5,Cash,Online,20-10-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_5304231,CUST_05,Butchers,Item_18_BUT,30.5,5,152.5,Credit Card,In-store,20-01-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3883063,CUST_23,Furniture,Item_6_FUR,12.5,2,25,Credit Card,In-store,15-11-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_2712111,CUST_20,Furniture,Item_16_FUR,27.5,2,55,Cash,In-store,09-12-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_2973712,CUST_01,Furniture,Item_1_FUR,5,5,25,Credit Card,In-store,23-08-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2817882,CUST_17,Butchers,Item_22_BUT,36.5,1,36.5,Credit Card,Online,06-06-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1702935,CUST_04,Electric household essentials,Item_5_EHE,11,9,99,Cash,In-store,28-05-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4861679,CUST_23,Computers and electric accessories,Item_20_CEA,33.5,9,301.5,Digital Wallet,In-store,10-12-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9888265,CUST_18,Butchers,Item_15_BUT,26,7,182,Digital Wallet,Online,09-08-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8630301,CUST_16,Milk Products,Item_1_MILK,5,9,45,Cash,Online,10-08-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4355077,CUST_24,Food,Item_17_FOOD,29,5,145,Cash,In-store,24-02-2023,Not Applicable,TRUE,TRUE,FALSE,FALSE,TRUE
TXN_2633599,CUST_10,Computers and electric accessories,Item_2_CEA,6.5,8,52,Cash,Online,16-01-2024,Yes,TRUE,TRUE,FALSE,FALSE,FALSE
TXN_2084124,CUST_09,Electric household essentials,Item_11_EHE,20,4,80,Credit Card,Online,05-02-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5261739,CUST_12,Milk Products,Item_19_MILK,32,1,32,Digital Wallet,In-store,05-04-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3622835,CUST_10,Furniture,Item_10_FUR,18.5,3,55.5,Cash,Online,15-04-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9894424,CUST_25,Food,Item_14_FOOD,24.5,4,98,Digital Wallet,Online,27-09-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9857360,CUST_05,Patisserie,Item_19_PAT,32,10,320,Digital Wallet,In-store,17-05-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6575376,CUST_08,Butchers,Item_23_BUT,38,10,380,Cash,Online,02-09-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6943486,CUST_09,Food,Item_6_FOOD,12.5,3,37.5,Digital Wallet,In-store,17-01-2025,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3281468,CUST_22,Patisserie,Item_15_PAT,26,1,26,Digital Wallet,Online,23-06-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7081603,CUST_15,Butchers,Item_14_BUT,24.5,3,73.5,Digital Wallet,In-store,24-07-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6088884,CUST_12,Electric household essentials,Item_23_EHE,38,3,114,Cash,Online,22-09-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4471644,CUST_25,Butchers,Item_11_BUT,20,1,20,Digital Wallet,In-store,12-09-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7583357,CUST_01,Electric household essentials,Item_13_EHE,23,4,92,Digital Wallet,Online,01-01-2024,Yes,TRUE,TRUE,FALSE,FALSE,FALSE
TXN_7745477,CUST_02,Butchers,Item_12_BUT,21.5,1,21.5,Digital Wallet,In-store,13-03-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1198384,CUST_12,Furniture,Item_15_FUR,26,1,26,Credit Card,Online,13-11-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6898807,CUST_25,Beverages,Item_11_BEV,20,5,100,Credit Card,Online,12-02-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9013971,CUST_23,Furniture,Item_14_FUR,24.5,3,73.5,Credit Card,Online,08-11-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3593095,CUST_03,Computers and electric accessories,Item_19_CEA,32,3,96,Digital Wallet,Online,31-05-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9704111,CUST_07,Beverages,Item_14_BEV,24.5,8,196,Credit Card,In-store,15-07-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4927636,CUST_13,Patisserie,Item_6_PAT,12.5,6,75,Cash,Online,12-06-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1759826,CUST_05,Beverages,Item_16_BEV,27.5,5,137.5,Cash,Online,04-01-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8836671,CUST_15,Milk Products,Item_24_MILK,39.5,5,197.5,Credit Card,Online,11-11-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1219422,CUST_09,Furniture,Item_11_FUR,20,6,120,Cash,Online,01-11-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1617887,CUST_19,Furniture,Item_10_FUR,18.5,4,74,Digital Wallet,Online,29-10-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8683777,CUST_03,Electric household essentials,Item_18_EHE,30.5,2,61,Digital Wallet,Online,05-07-2023,Yes,TRUE,TRUE,FALSE,FALSE,FALSE
TXN_3496091,CUST_17,Milk Products,Item_22_MILK,36.5,7,255.5,Cash,In-store,03-01-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4029998,CUST_03,Milk Products,Item_11_MILK,20,10,200,Digital Wallet,Online,02-09-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7244155,CUST_03,Beverages,Item_14_BEV,24.5,4,98,Credit Card,In-store,08-09-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_6135773,CUST_08,Computers and electric accessories,Item_10_CEA,18.5,6,111,Digital Wallet,In-store,13-06-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1373042,CUST_22,Electric household essentials,Item_22_EHE,36.5,4,146,Cash,Online,11-12-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3789551,CUST_10,Electric household essentials,Item_20_EHE,33.5,9,301.5,Digital Wallet,Online,14-04-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_6007293,CUST_20,Furniture,Item_5_FUR,11,7,77,Cash,Online,10-05-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9275938,CUST_19,Butchers,Item_16_BUT,27.5,6,165,Cash,Online,06-01-2025,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_5383084,CUST_18,Patisserie,Item_15_PAT,26,9,234,Digital Wallet,In-store,12-05-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4454069,CUST_21,Electric household essentials,Item_6_EHE,12.5,7,87.5,Digital Wallet,In-store,23-08-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8175642,CUST_19,Computers and electric accessories,Item_12_CEA,21.5,3,64.5,Cash,In-store,26-09-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3442308,CUST_05,Patisserie,Item_1_PAT,5,5,25,Digital Wallet,In-store,04-06-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7283741,CUST_11,Furniture,Item_16_FUR,27.5,2,55,Digital Wallet,In-store,26-03-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1782733,CUST_13,Butchers,Item_1_BUT,5,3,15,Credit Card,Online,05-01-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_5750828,CUST_17,Milk Products,Item_7_MILK,14,7,98,Digital Wallet,Online,20-06-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1534876,CUST_12,Milk Products,Item_3_MILK,8,4,32,Credit Card,Online,18-06-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9882289,CUST_13,Patisserie,Item_23_PAT,38,1,38,Digital Wallet,In-store,06-03-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9743568,CUST_25,Butchers,Item_2_BUT,6.5,3,19.5,Digital Wallet,In-store,23-10-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6075626,CUST_20,Food,Item_5_FOOD,11,4,44,Cash,In-store,02-02-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_6269570,CUST_25,Computers and electric accessories,Item_12_CEA,21.5,6,129,Digital Wallet,Online,10-03-2024,Yes,TRUE,TRUE,FALSE,FALSE,FALSE
TXN_8840201,CUST_23,Food,Item_4_FOOD,9.5,5,47.5,Cash,In-store,19-02-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_6271863,CUST_15,Furniture,Item_25_FUR,41,4,164,Credit Card,In-store,26-11-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9789967,CUST_19,Food,Item_3_FOOD,8,10,80,Credit Card,In-store,18-08-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3665903,CUST_21,Computers and electric accessories,Item_12_CEA,21.5,3,64.5,Digital Wallet,Online,06-02-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7724357,CUST_10,Beverages,Item_7_BEV,14,8,112,Digital Wallet,In-store,10-02-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_6656161,CUST_09,Butchers,Item_21_BUT,35,6,210,Digital Wallet,In-store,23-12-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5373853,CUST_13,Patisserie,Item_15_PAT,26,5,130,Credit Card,Online,12-09-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4337439,CUST_19,Patisserie,Item_13_PAT,23,9,207,Cash,Online,15-05-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8380333,CUST_23,Beverages,Item_6_BEV,12.5,6,75,Cash,In-store,05-02-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2267175,CUST_11,Computers and electric accessories,Item_13_CEA,23,6,138,Credit Card,In-store,01-03-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9109677,CUST_16,Butchers,Item_22_BUT,36.5,9,328.5,Credit Card,In-store,22-04-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9210652,CUST_24,Beverages,Item_7_BEV,14,10,140,Cash,Online,06-11-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5571349,CUST_10,Electric household essentials,Item_25_EHE,41,8,328,Digital Wallet,Online,28-02-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2524558,CUST_14,Butchers,Item_6_BUT,12.5,3,37.5,Cash,In-store,12-04-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9019672,CUST_10,Patisserie,Item_19_PAT,32,3,96,Cash,Online,15-09-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2985304,CUST_19,Milk Products,Item_1_MILK,5,1,5,Cash,Online,26-02-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8673519,CUST_09,Beverages,Item_15_BEV,26,7,182,Credit Card,In-store,16-01-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9752672,CUST_18,Computers and electric accessories,Item_19_CEA,32,1,32,Cash,In-store,30-09-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_2983912,CUST_23,Beverages,Item_7_BEV,14,5,70,Cash,In-store,22-06-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3414846,CUST_23,Electric household essentials,Item_13_EHE,23,10,230,Cash,In-store,24-11-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5916912,CUST_01,Computers and electric accessories,Item_15_CEA,26,8,208,Credit Card,Online,10-12-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4295681,CUST_01,Food,Item_12_FOOD,21.5,1,21.5,Digital Wallet,In-store,23-03-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3162017,CUST_04,Butchers,Item_17_BUT,29,2,58,Digital Wallet,In-store,10-04-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8694833,CUST_18,Milk Products,Item_13_MILK,23,7,161,Digital Wallet,In-store,30-09-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2329426,CUST_22,Electric household essentials,Item_20_EHE,33.5,9,301.5,Cash,Online,29-04-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8190713,CUST_02,Food,Item_12_FOOD,21.5,4,86,Cash,Online,09-06-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7504005,CUST_05,Beverages,Item_25_BEV,41,4,164,Cash,In-store,13-07-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1495288,CUST_05,Electric household essentials,Item_15_EHE,26,10,260,Credit Card,In-store,12-05-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_5024579,CUST_07,Milk Products,Item_16_MILK,27.5,8,220,Digital Wallet,Online,21-01-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8799205,CUST_10,Food,Item_10_FOOD,18.5,8,148,Credit Card,In-store,04-09-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7876398,CUST_11,Milk Products,Item_17_MILK,29,7,203,Digital Wallet,Online,13-10-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8963699,CUST_04,Furniture,Item_4_FUR,9.5,1,9.5,Cash,In-store,19-12-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1042935,CUST_18,Patisserie,Item_13_PAT,23,2,46,Digital Wallet,Online,11-09-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3992626,CUST_11,Butchers,Item_9_BUT,17,5,85,Credit Card,Online,30-08-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2357618,CUST_04,Milk Products,Item_17_MILK,29,8,232,Cash,In-store,03-01-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8572635,CUST_24,Furniture,Item_15_FUR,26,1,26,Digital Wallet,Online,19-05-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7672104,CUST_22,Furniture,Item_2_FUR,6.5,3,19.5,Digital Wallet,In-store,09-06-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7771546,CUST_13,Computers and electric accessories,Item_5_CEA,11,3,33,Digital Wallet,Online,11-11-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6678768,CUST_17,Milk Products,Item_11_MILK,20,9,180,Credit Card,In-store,24-10-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3219474,CUST_10,Beverages,Item_12_BEV,21.5,9,193.5,Credit Card,In-store,28-12-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3794243,CUST_20,Milk Products,Item_8_MILK,15.5,6,93,Digital Wallet,Online,18-11-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_2094611,CUST_03,Butchers,Item_20_BUT,33.5,8,268,Credit Card,Online,01-03-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7877932,CUST_18,Computers and electric accessories,Item_14_CEA,24.5,4,98,Digital Wallet,Online,29-08-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8937395,CUST_21,Furniture,Item_25_FUR,41,9,369,Digital Wallet,In-store,03-03-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_2812161,CUST_21,Patisserie,Item_17_PAT,29,2,58,Credit Card,In-store,28-10-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3005655,CUST_01,Beverages,Item_15_BEV,26,7,182,Digital Wallet,Online,23-07-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5646436,CUST_16,Butchers,Item_15_BUT,26,2,52,Credit Card,In-store,17-01-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8848656,CUST_14,Butchers,Item_6_BUT,12.5,3,37.5,Digital Wallet,In-store,01-06-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6568701,CUST_08,Patisserie,Item_13_PAT,23,3,69,Digital Wallet,Online,18-03-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1531616,CUST_04,Food,Item_13_FOOD,23,4,92,Cash,In-store,08-03-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5761822,CUST_07,Furniture,Item_24_FUR,39.5,10,395,Digital Wallet,In-store,24-04-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3067659,CUST_06,Food,Item_10_FOOD,18.5,3,55.5,Credit Card,In-store,10-02-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3070207,CUST_22,Beverages,Item_8_BEV,15.5,10,155,Digital Wallet,In-store,06-09-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5393801,CUST_13,Electric household essentials,Item_13_EHE,23,8,184,Digital Wallet,In-store,12-12-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3647634,CUST_05,Food,Item_11_FOOD,20,1,20,Credit Card,In-store,07-08-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8300194,CUST_09,Food,Item_11_FOOD,20,8,160,Cash,Online,22-05-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8464199,CUST_14,Butchers,Item_13_BUT,23,3,69,Digital Wallet,Online,31-03-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_6135005,CUST_02,Beverages,Item_17_BEV,29,7,203,Cash,Online,12-02-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2464833,CUST_24,Electric household essentials,Item_16_EHE,27.5,6,165,Credit Card,Online,09-02-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8912070,CUST_03,Butchers,Item_7_BUT,14,5,70,Cash,Online,18-07-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4505972,CUST_25,Beverages,Item_25_BEV,41,2,82,Credit Card,In-store,27-08-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9185495,CUST_13,Electric household essentials,Item_15_EHE,26,1,26,Digital Wallet,Online,22-10-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9929027,CUST_14,Food,Item_6_FOOD,12.5,5,62.5,Cash,In-store,18-06-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5780655,CUST_11,Beverages,Item_17_BEV,29,5,145,Credit Card,Online,12-11-2024,Not Applicable,TRUE,TRUE,FALSE,FALSE,TRUE
TXN_1908642,CUST_05,Patisserie,Item_15_PAT,26,2,52,Credit Card,In-store,08-03-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6666804,CUST_05,Milk Products,Item_7_MILK,14,5,70,Cash,Online,12-05-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8313082,CUST_22,Computers and electric accessories,Item_5_CEA,11,5,55,Digital Wallet,In-store,27-08-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9263134,CUST_10,Milk Products,Item_19_MILK,32,3,96,Cash,In-store,12-10-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6086262,CUST_22,Beverages,Item_8_BEV,15.5,3,46.5,Cash,Online,11-11-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9234343,CUST_01,Electric household essentials,Item_14_EHE,24.5,7,171.5,Digital Wallet,In-store,04-08-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7375053,CUST_04,Computers and electric accessories,Item_15_CEA,26,1,26,Digital Wallet,Online,27-11-2022,Not Applicable,TRUE,TRUE,FALSE,FALSE,TRUE
TXN_4331486,CUST_21,Butchers,Item_6_BUT,12.5,3,37.5,Digital Wallet,Online,11-09-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9496210,CUST_07,Computers and electric accessories,Item_17_CEA,29,8,232,Cash,Online,10-04-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5683189,CUST_23,Beverages,Item_20_BEV,33.5,4,134,Digital Wallet,Online,05-10-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7405636,CUST_18,Food,Item_20_FOOD,33.5,7,234.5,Cash,In-store,12-09-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8335914,CUST_14,Milk Products,Item_19_MILK,32,7,224,Cash,In-store,02-06-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4502266,CUST_05,Computers and electric accessories,Item_1_CEA,5,5,25,Credit Card,Online,20-08-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4948858,CUST_03,Butchers,Item_4_BUT,9.5,9,85.5,Credit Card,Online,27-09-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9283748,CUST_16,Patisserie,Item_16_PAT,27.5,6,165,Cash,In-store,01-06-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1076574,CUST_16,Computers and electric accessories,Item_5_CEA,11,8,88,Cash,In-store,19-09-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4212494,CUST_02,Electric household essentials,Item_5_EHE,11,3,33,Credit Card,Online,16-11-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1503110,CUST_07,Computers and electric accessories,Item_8_CEA,15.5,1,15.5,Digital Wallet,In-store,09-08-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7891763,CUST_18,Patisserie,Item_4_PAT,9.5,6,57,Credit Card,In-store,21-01-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7054509,CUST_02,Computers and electric accessories,Item_14_CEA,24.5,9,220.5,Credit Card,Online,26-01-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1744774,CUST_22,Milk Products,Item_18_MILK,30.5,8,244,Digital Wallet,Online,19-05-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4464022,CUST_01,Food,Item_6_FOOD,12.5,9,112.5,Credit Card,Online,09-01-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2058333,CUST_25,Beverages,Item_25_BEV,41,10,410,Credit Card,In-store,17-01-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3360543,CUST_02,Food,Item_8_FOOD,15.5,9,139.5,Cash,In-store,06-07-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8486938,CUST_20,Computers and electric accessories,Item_2_CEA,6.5,7,45.5,Credit Card,Online,10-07-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8169288,CUST_20,Butchers,Item_6_BUT,12.5,1,12.5,Credit Card,Online,11-10-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1870890,CUST_13,Electric household essentials,Item_5_EHE,11,9,99,Cash,Online,02-04-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5510664,CUST_06,Furniture,Item_5_FUR,11,2,22,Credit Card,Online,11-02-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8131419,CUST_25,Beverages,Item_18_BEV,30.5,10,305,Credit Card,Online,10-10-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7607001,CUST_11,Computers and electric accessories,Item_2_CEA,6.5,9,58.5,Digital Wallet,Online,18-05-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4551473,CUST_02,Computers and electric accessories,Item_8_CEA,15.5,7,108.5,Credit Card,Online,06-04-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2430342,CUST_11,Food,Item_25_FOOD,41,3,123,Digital Wallet,Online,09-04-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7219103,CUST_14,Furniture,Item_24_FUR,39.5,1,39.5,Digital Wallet,In-store,20-12-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8218511,CUST_09,Butchers,Item_12_BUT,21.5,1,21.5,Digital Wallet,In-store,06-12-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1346220,CUST_05,Food,Item_20_FOOD,33.5,6,201,Credit Card,Online,17-02-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6360170,CUST_22,Furniture,Item_5_FUR,11,2,22,Credit Card,In-store,13-06-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4023152,CUST_13,Patisserie,Item_4_PAT,9.5,10,95,Cash,In-store,21-03-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
